"Age","Gender","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"19-25","Male","RX","Gastrointestinal",2014,13.15,1.995,151.041,87.044,0,0,0
"19-25","Male","RX","Gastrointestinal",2015,13.16,1.849,153.319,85.808,0.001,0.015,-0.014
"19-25","Male","RX","Gastrointestinal",2016,15.4,1.981,182.617,84.332,0.171,0.191,-0.017
"19-25","Male","RX","Gastrointestinal",2017,16.01,1.945,184.049,86.971,0.039,0.008,0.031
"19-25","Male","RX","Heavy Metal Antagonists",2014,1.53,0.021,10669.44,0.143,0,0,0
"19-25","Male","RX","Heavy Metal Antagonists",2015,1.54,0.007,11966.4,0.128,0.005,0.122,-0.104
"19-25","Male","RX","Heavy Metal Antagonists",2016,2.02,0.02,12773.27,0.158,0.312,0.067,0.229
"19-25","Male","RX","Heavy Metal Antagonists",2017,2.36,0.013,12136.69,0.195,0.172,-0.05,0.233
"19-25","Male","RX","Hormones",2014,26.59,3.431,209.942,126.67,0,0,0
"19-25","Male","RX","Hormones",2015,29.17,3.469,231.018,126.273,0.097,0.1,-0.003
"19-25","Male","RX","Hormones",2016,32.9,3.718,246.174,133.65,0.128,0.066,0.058
"19-25","Male","RX","Hormones",2017,36.45,3.875,256.253,142.243,0.108,0.041,0.064
"19-25","Male","RX","Metabolic",2014,2.58,0.092,278.884,9.256,0,0,0
"19-25","Male","RX","Metabolic",2015,2.07,0.114,234.937,8.805,-0.199,-0.158,-0.049
"19-25","Male","RX","Metabolic",2016,0.7,0.091,77.735,9.02,-0.661,-0.669,0.024
"19-25","Male","RX","Metabolic",2017,1.88,0.09,198.046,9.511,1.687,1.548,0.054
"19-25","Male","RX","Miscellaneous",2014,7.61,0.466,376.257,20.227,0,0,0
"19-25","Male","RX","Miscellaneous",2015,8.45,0.497,409.778,20.622,0.11,0.089,0.02
"19-25","Male","RX","Miscellaneous",2016,8.66,0.441,425.946,20.331,0.025,0.039,-0.014
"19-25","Male","RX","Miscellaneous",2017,8.94,0.461,449.625,19.884,0.032,0.056,-0.022
"19-25","Male","RX","Respiratory",2014,15.34,2.348,181.447,84.529,0,0,0
"19-25","Male","RX","Respiratory",2015,18.44,2.145,219.326,84.054,0.202,0.209,-0.006
"19-25","Male","RX","Respiratory",2016,25.18,2.461,289.173,87.077,0.366,0.318,0.036
"19-25","Male","RX","Respiratory",2017,27.16,2.662,293.968,92.402,0.079,0.017,0.061
"19-25","Male","RX","Rheumatoid Arthritis",2014,23.73,1.126,3349.48,7.085,0,0,0
"19-25","Male","RX","Rheumatoid Arthritis",2015,32.21,1.299,4095.87,7.864,0.357,0.223,0.11
"19-25","Male","RX","Rheumatoid Arthritis",2016,43.22,1.534,4854.28,8.903,0.342,0.185,0.132
"19-25","Male","RX","Rheumatoid Arthritis",2017,56.37,2.278,5561.76,10.135,0.304,0.146,0.138
"19-25","Male","RX","Skin",2014,31.08,5.196,222.035,139.989,0,0,0
"19-25","Male","RX","Skin",2015,34.51,5.657,251.632,137.134,0.11,0.133,-0.02
"19-25","Male","RX","Skin",2016,33.68,5.727,267.719,125.812,-0.024,0.064,-0.083
"19-25","Male","RX","Skin",2017,40.3,5.801,321.962,125.172,0.196,0.203,-0.005
"19-25","Male","RX","Smooth Muscle Relaxants",2014,0.24,0.061,88.704,2.728,0,0,0
"19-25","Male","RX","Smooth Muscle Relaxants",2015,0.22,0.053,84.321,2.556,-0.109,-0.049,-0.063
"19-25","Male","RX","Smooth Muscle Relaxants",2016,0.25,0.058,90.77,2.7,0.137,0.076,0.056
"19-25","Male","RX","Smooth Muscle Relaxants",2017,0.27,0.072,91.936,2.921,0.096,0.013,0.082
"19-25","Male","RX","Vaccines",2014,0.48,0.035,892.955,0.533,0,0,0
"19-25","Male","RX","Vaccines",2015,0.48,0.039,1022.77,0.471,0.012,0.145,-0.116
"19-25","Male","RX","Vaccines",2016,0.76,0.051,1389.81,0.544,0.57,0.359,0.155
"19-25","Male","RX","Vaccines",2017,0.82,0.05,1303.57,0.63,0.085,-0.062,0.157
"19-25","Male","RX","Vitamins",2014,0.51,0.116,31.777,15.993,0,0,0
"19-25","Male","RX","Vitamins",2015,0.62,0.128,35.084,17.788,0.228,0.104,0.112
"19-25","Male","RX","Vitamins",2016,0.42,0.113,26.794,15.597,-0.33,-0.236,-0.123
"19-25","Male","RX","Vitamins",2017,0.43,0.084,24.49,17.385,0.019,-0.086,0.115
"19-25","Male","RX","All Prescription Drugs",2014,254.3,26.671,542.097,469.104,0,0,0
"19-25","Male","RX","All Prescription Drugs",2015,284.32,27.099,632.597,449.445,0.118,0.167,-0.042
"19-25","Male","RX","All Prescription Drugs",2016,325.01,28.23,743.299,437.251,0.143,0.175,-0.027
"19-25","Male","RX","All Prescription Drugs",2017,354.97,28.998,838.881,423.141,0.092,0.129,-0.032
"19-25","Male","RX","Anti-Infectives",2014,34.03,3.024,1513.22,22.491,0,0,0
"19-25","Male","RX","Anti-Infectives",2015,44.23,3.43,1818.04,24.331,0.3,0.201,0.082
"19-25","Male","RX","Anti-Infectives",2016,52.64,3.656,1996.38,26.367,0.19,0.098,0.084
"19-25","Male","RX","Anti-Infectives",2017,56.95,3.57,2094.34,27.192,0.082,0.049,0.031
"19-25","Male","RX","Antihistamines",2014,0.05,0.019,97.178,0.463,0,0,0
"19-25","Male","RX","Antihistamines",2015,0.04,0.014,90.882,0.381,-0.229,-0.065,-0.176
"19-25","Male","RX","Antihistamines",2016,0.03,0.01,95.933,0.296,-0.181,0.056,-0.224
"19-25","Male","RX","Antihistamines",2017,0.03,0.011,84.98,0.353,0.056,-0.114,0.192
"19-25","Male","RX","Autonomic",2014,4.13,1.701,77.229,53.475,0,0,0
"19-25","Male","RX","Autonomic",2015,4.36,1.653,81.753,53.343,0.056,0.059,-0.002
"19-25","Male","RX","Autonomic",2016,4.03,1.739,81.801,49.296,-0.075,0.001,-0.076
"19-25","Male","RX","Autonomic",2017,5.11,2.089,101.743,50.213,0.267,0.244,0.019
"19-25","Male","RX","Bio Response Modifiers",2014,6.06,0.156,6117.46,0.99,0,0,0
"19-25","Male","RX","Bio Response Modifiers",2015,6.76,0.113,7104.63,0.951,0.116,0.161,-0.039
"19-25","Male","RX","Bio Response Modifiers",2016,5.9,0.114,8009.72,0.737,-0.127,0.127,-0.226
"19-25","Male","RX","Bio Response Modifiers",2017,6.25,0.165,7901.79,0.791,0.06,-0.013,0.075
"19-25","Male","RX","Blood",2014,30.09,0.152,19144.62,1.572,0,0,0
"19-25","Male","RX","Blood",2015,31.87,0.218,15534.9,2.052,0.059,-0.189,0.305
"19-25","Male","RX","Blood",2016,38.02,0.275,15275.05,2.489,0.193,-0.017,0.213
"19-25","Male","RX","Blood",2017,35.66,0.29,12566.07,2.838,-0.062,-0.177,0.14
"19-25","Male","RX","Cardiovascular",2014,1.97,0.268,334.242,5.896,0,0,0
"19-25","Male","RX","Cardiovascular",2015,1.52,0.216,343.672,4.427,-0.228,0.028,-0.249
"19-25","Male","RX","Cardiovascular",2016,1.39,0.216,339.475,4.079,-0.09,-0.012,-0.079
"19-25","Male","RX","Cardiovascular",2017,1.27,0.196,406.394,3.114,-0.086,0.197,-0.237
"19-25","Male","RX","Central Nervous System",2014,75.02,11.436,371.771,201.797,0,0,0
"19-25","Male","RX","Central Nervous System",2015,75.86,11.62,389.148,194.925,0.011,0.047,-0.034
"19-25","Male","RX","Central Nervous System",2016,79.8,11.973,410.193,194.532,0.052,0.054,-0.002
"19-25","Male","RX","Central Nervous System",2017,79.22,11.586,435.747,181.795,-0.007,0.062,-0.065
"19-25","Male","RX","Chemotherapy",2014,2.05,0.03,6972.54,0.294,0,0,0
"19-25","Male","RX","Chemotherapy",2015,3.51,0.058,8775.48,0.4,0.71,0.259,0.359
"19-25","Male","RX","Chemotherapy",2016,4.36,0.05,8992.21,0.485,0.242,0.025,0.212
"19-25","Male","RX","Chemotherapy",2017,4.84,0.052,10320.79,0.469,0.112,0.148,-0.031
"19-25","Male","RX","Devices",2014,0.04,0.013,218.817,0.199,0,0,0
"19-25","Male","RX","Devices",2015,0.13,0.018,511.271,0.262,2.077,1.337,0.317
"19-25","Male","RX","Devices",2016,0.06,0.014,325.94,0.172,-0.582,-0.362,-0.344
"19-25","Male","RX","Devices",2017,0.06,0.011,670.829,0.091,0.089,1.058,-0.471
"19-25","Male","RX","Diagnostic",2014,0.59,0.005,26990.62,0.022,0,0,0
"19-25","Male","RX","Diagnostic",2015,0.33,0.002,29179.69,0.011,-0.431,0.081,-0.474
"19-25","Male","RX","Diagnostic",2016,0.27,0.001,22842.82,0.012,-0.19,-0.217,0.035
"19-25","Male","RX","Diagnostic",2017,0.39,0.004,54745.18,0.007,0.455,1.397,-0.393
"19-25","Male","RX","EENT",2014,3.62,1.075,208.416,17.378,0,0,0
"19-25","Male","RX","EENT",2015,3.27,0.851,255.931,12.768,-0.098,0.228,-0.265
"19-25","Male","RX","EENT",2016,2.48,0.747,297.355,8.323,-0.243,0.162,-0.348
"19-25","Male","RX","EENT",2017,2.17,0.664,333.118,6.521,-0.122,0.12,-0.217
"19-25","Male","RX","Enzymes",2014,0.57,0,34569.41,0.017,0,0,0
"19-25","Male","RX","Enzymes",2015,0,0,7495.32,0.001,-0.993,-0.783,-0.967
"19-25","Male","RX","Enzymes",2016,0.02,0,8137.61,0.002,3.275,0.086,2.938
"19-25","Male","RX","Enzymes",2017,0.06,0.002,15286.97,0.004,2.161,0.879,0.682
"19-25","Male","RX","Gastrointestinal",2014,11.09,1.137,537.08,20.648,0,0,0
"19-25","Male","RX","Gastrointestinal",2015,10.77,1.021,627.809,17.156,-0.029,0.169,-0.169
"19-25","Male","RX","Gastrointestinal",2016,12.93,1.088,794.33,16.272,0.2,0.265,-0.052
"19-25","Male","RX","Gastrointestinal",2017,12.89,1.026,907.756,14.199,-0.003,0.143,-0.127
"19-25","Male","RX","Heavy Metal Antagonists",2014,1.53,0.021,11009.82,0.139,0,0,0
"19-25","Male","RX","Heavy Metal Antagonists",2015,1.54,0.007,12086.82,0.127,0.005,0.098,-0.084
"19-25","Male","RX","Heavy Metal Antagonists",2016,1.99,0.02,13036.93,0.153,0.298,0.079,0.204
"19-25","Male","RX","Heavy Metal Antagonists",2017,2.24,0.012,12839.84,0.175,0.124,-0.015,0.142
"19-25","Male","RX","Hormones",2014,23.33,2.484,369.083,63.212,0,0,0
"19-25","Male","RX","Hormones",2015,26.4,2.502,430.424,61.333,0.132,0.166,-0.03
"19-25","Male","RX","Hormones",2016,30.33,2.65,489.668,61.943,0.149,0.138,0.01
"19-25","Male","RX","Hormones",2017,33.62,2.813,533.271,63.043,0.108,0.089,0.018
"19-25","Male","RX","Metabolic",2014,2.3,0.021,4440.62,0.517,0,0,0
"19-25","Male","RX","Metabolic",2015,1.76,0.049,3874.43,0.455,-0.232,-0.128,-0.12
"19-25","Male","RX","Metabolic",2016,0.44,0.026,845.583,0.523,-0.749,-0.782,0.148
"19-25","Male","RX","Metabolic",2017,1.55,0.029,3375.1,0.459,2.506,2.991,-0.122
"19-25","Male","RX","Miscellaneous",2014,5.89,0.248,1057.7,5.57,0,0,0
"19-25","Male","RX","Miscellaneous",2015,6.2,0.245,1275.68,4.862,0.053,0.206,-0.127
"19-25","Male","RX","Miscellaneous",2016,7.28,0.205,1684.79,4.323,0.174,0.321,-0.111
"19-25","Male","RX","Miscellaneous",2017,7.68,0.231,2111.86,3.635,0.054,0.253,-0.159
"19-25","Male","RX","Respiratory",2014,13.53,1.549,390.823,34.622,0,0,0
"19-25","Male","RX","Respiratory",2015,16.89,1.399,503.559,33.539,0.248,0.288,-0.031
"19-25","Male","RX","Respiratory",2016,23.48,1.662,677.801,34.646,0.39,0.346,0.033
"19-25","Male","RX","Respiratory",2017,25.46,1.86,704.895,36.114,0.084,0.04,0.042
"19-25","Male","RX","Rheumatoid Arthritis",2014,23.73,1.126,3382.57,7.014,0,0,0
"19-25","Male","RX","Rheumatoid Arthritis",2015,32.2,1.298,4144.46,7.77,0.357,0.225,0.108
"19-25","Male","RX","Rheumatoid Arthritis",2016,43.21,1.533,4904.46,8.81,0.342,0.183,0.134
"19-25","Male","RX","Rheumatoid Arthritis",2017,56.35,2.275,5624.83,10.018,0.304,0.147,0.137
"19-25","Male","RX","Skin",2014,13.81,2.116,446.091,30.96,0,0,0
"19-25","Male","RX","Skin",2015,15.84,2.301,548.831,28.868,0.147,0.23,-0.068
"19-25","Male","RX","Skin",2016,15.2,2.156,682.221,22.273,-0.041,0.243,-0.228
"19-25","Male","RX","Skin",2017,21.91,2.022,1066.56,20.543,0.442,0.563,-0.078
"19-25","Male","RX","Smooth Muscle Relaxants",2014,0.15,0.034,217.062,0.696,0,0,0
"19-25","Male","RX","Smooth Muscle Relaxants",2015,0.12,0.023,248.483,0.494,-0.187,0.145,-0.29
"19-25","Male","RX","Smooth Muscle Relaxants",2016,0.16,0.028,279.42,0.564,0.284,0.125,0.142
"19-25","Male","RX","Smooth Muscle Relaxants",2017,0.16,0.028,311.491,0.512,0.011,0.115,-0.093
"19-25","Male","RX","Vaccines",2014,0.47,0.035,889.652,0.533,0,0,0
"19-25","Male","RX","Vaccines",2015,0.44,0.039,948.448,0.466,-0.067,0.066,-0.125
"19-25","Male","RX","Vaccines",2016,0.75,0.045,1529.24,0.488,0.687,0.612,0.046
"19-25","Male","RX","Vaccines",2017,0.81,0.044,1411.68,0.572,0.082,-0.077,0.172
"19-25","Male","RX","Vitamins",2014,0.24,0.023,402.823,0.601,0,0,0
"19-25","Male","RX","Vitamins",2015,0.26,0.02,499.181,0.521,0.075,0.239,-0.132
"19-25","Male","RX","Vitamins",2016,0.26,0.022,562.896,0.467,0.01,0.128,-0.104
"19-25","Male","RX","Vitamins",2017,0.29,0.018,604.989,0.484,0.113,0.075,0.035
"19-25","Male","RX","All Prescription Drugs",2014,84.08,26.237,52.231,1609.83,0,0,0
"19-25","Male","RX","All Prescription Drugs",2015,85.95,26.098,53.399,1609.54,0.022,0.022,0
"19-25","Male","RX","All Prescription Drugs",2016,92.46,27.751,55.739,1658.77,0.076,0.044,0.031
"19-25","Male","RX","All Prescription Drugs",2017,91.96,28.305,52.289,1758.76,-0.005,-0.062,0.06
"19-25","Male","RX","Anti-Infectives",2014,11.72,4.456,64.03,182.969,0,0,0
"19-25","Male","RX","Anti-Infectives",2015,10.15,4.491,57.791,175.673,-0.133,-0.097,-0.04
"19-25","Male","RX","Anti-Infectives",2016,10.72,4.579,64.363,166.556,0.056,0.114,-0.052
"19-25","Male","RX","Anti-Infectives",2017,11.4,4.915,68.296,166.96,0.064,0.061,0.002
"19-25","Male","RX","Antihistamines",2014,0.28,0.159,25.745,10.892,0,0,0
"19-25","Male","RX","Antihistamines",2015,0.23,0.139,21.501,10.528,-0.193,-0.165,-0.033
"19-25","Male","RX","Antihistamines",2016,0.24,0.158,20.093,12.159,0.079,-0.065,0.155
"19-25","Male","RX","Antihistamines",2017,0.25,0.136,20.994,11.67,0.003,0.045,-0.04
"19-25","Male","RX","Autonomic",2014,3.12,0.844,83.603,37.362,0,0,0
"19-25","Male","RX","Autonomic",2015,3.82,0.857,104.326,36.625,0.223,0.248,-0.02
"19-25","Male","RX","Autonomic",2016,4.7,0.949,127.141,36.952,0.23,0.219,0.009
"19-25","Male","RX","Autonomic",2017,3.33,0.779,89.451,37.17,-0.292,-0.296,0.006
"19-25","Male","RX","Bio Response Modifiers",2015,0.05,0,3993.82,0.012,0,0,0
"19-25","Male","RX","Bio Response Modifiers",2016,0.09,0.001,3944.91,0.022,0.845,-0.012,0.868
"19-25","Male","RX","Bio Response Modifiers",2017,0.12,0.001,4303.06,0.027,0.314,0.091,0.205
"19-25","Male","RX","Blood",2014,0.63,0.063,143.497,4.354,0,0,0
"19-25","Male","RX","Blood",2015,0.36,0.046,96.392,3.736,-0.424,-0.328,-0.142
"19-25","Male","RX","Blood",2016,0.49,0.047,140.879,3.501,0.37,0.462,-0.063
"19-25","Male","RX","Blood",2017,0.4,0.044,117.793,3.429,-0.181,-0.164,-0.021
"19-25","Male","RX","Cardiovascular",2014,1.53,0.723,15.914,95.882,0,0,0
"19-25","Male","RX","Cardiovascular",2015,1.51,0.716,15.332,98.732,-0.008,-0.037,0.03
"19-25","Male","RX","Cardiovascular",2016,1.71,0.784,16.056,106.744,0.132,0.047,0.081
"19-25","Male","RX","Cardiovascular",2017,1.91,0.821,16.431,116.37,0.116,0.023,0.09
"19-25","Male","RX","Central Nervous System",2014,38.56,12.578,44.809,860.629,0,0,0
"19-25","Male","RX","Central Nervous System",2015,39.77,12.286,45.161,880.681,0.031,0.008,0.023
"19-25","Male","RX","Central Nervous System",2016,43.83,13.169,47.072,931.197,0.102,0.042,0.057
"19-25","Male","RX","Central Nervous System",2017,42.43,13.333,42.586,996.334,-0.032,-0.095,0.07
"19-25","Male","RX","Chemotherapy",2014,0.76,0.081,125.228,6.053,0,0,0
"19-25","Male","RX","Chemotherapy",2015,0.87,0.084,142.835,6.115,0.152,0.141,0.01
"19-25","Male","RX","Chemotherapy",2016,0.93,0.088,150.003,6.202,0.065,0.05,0.014
"19-25","Male","RX","Chemotherapy",2017,1.19,0.08,192.154,6.175,0.275,0.281,-0.004
"19-25","Male","RX","Devices",2014,0.03,0.005,240.039,0.104,0,0,0
"19-25","Male","RX","Devices",2015,0.04,0.01,273.361,0.139,0.52,0.139,0.334
"19-25","Male","RX","Devices",2016,0.08,0.018,334.612,0.223,0.96,0.224,0.601
"19-25","Male","RX","Devices",2017,0.02,0.007,306.705,0.062,-0.746,-0.083,-0.722
"19-25","Male","RX","Diagnostic",2014,0,0,1915.01,0,0,0,0
"19-25","Male","RX","Diagnostic",2015,0,0,2187.9,0,-0.768,0.142,-0.797
"19-25","Male","RX","Diagnostic",2016,0,0,2051.57,0,0.533,-0.062,0.635
"19-25","Male","RX","Diagnostic",2017,0,0,1907.85,0,-0.301,-0.07,-0.248
"19-25","Male","RX","EENT",2014,2.67,1.347,31.697,84.118,0,0,0
"19-25","Male","RX","EENT",2015,2.42,1.207,38.071,63.683,-0.091,0.201,-0.243
"19-25","Male","RX","EENT",2016,2.66,1.222,45.568,58.453,0.099,0.197,-0.082
"19-25","Male","RX","EENT",2017,2.88,1.234,45.094,63.793,0.08,-0.01,0.091
"19-25","Male","RX","Enzymes",2015,0.01,0,10746.03,0.001,0,0,0
"19-25","Male","RX","Enzymes",2016,0.01,0,4360.42,0.002,-0.075,-0.594,1.279
"19-25","Male","RX","Enzymes",2017,0.07,0,9471.29,0.008,6.991,1.172,2.679
"19-25","Male","RX","Gastrointestinal",2014,2.03,0.855,30.615,66.334,0,0,0
"19-25","Male","RX","Gastrointestinal",2015,2.37,0.826,34.58,68.574,0.168,0.129,0.034
"19-25","Male","RX","Gastrointestinal",2016,2.47,0.892,36.353,68.045,0.043,0.051,-0.008
"19-25","Male","RX","Gastrointestinal",2017,3.12,0.918,42.842,72.768,0.26,0.178,0.069
"19-25","Male","RX","Heavy Metal Antagonists",2014,0,0,269.479,0.003,0,0,0
"19-25","Male","RX","Heavy Metal Antagonists",2015,0,0,711.249,0.001,0.386,1.639,-0.475
"19-25","Male","RX","Heavy Metal Antagonists",2016,0.02,0,4535.17,0.005,21.961,5.376,2.601
"19-25","Male","RX","Heavy Metal Antagonists",2017,0.12,0.001,6000.08,0.02,4.408,0.323,3.088
"19-25","Male","RX","Hormones",2014,2.41,0.918,38.267,63.079,0,0,0
"19-25","Male","RX","Hormones",2015,2.5,0.96,38.567,64.795,0.035,0.008,0.027
"19-25","Male","RX","Hormones",2016,2.57,1.067,35.829,71.647,0.027,-0.071,0.106
"19-25","Male","RX","Hormones",2017,2.83,1.061,35.749,79.159,0.102,-0.002,0.105
"19-25","Male","RX","Metabolic",2014,0.27,0.071,31.047,8.714,0,0,0
"19-25","Male","RX","Metabolic",2015,0.3,0.065,36.314,8.339,0.119,0.17,-0.043
"19-25","Male","RX","Metabolic",2016,0.26,0.064,30.303,8.494,-0.15,-0.166,0.019
"19-25","Male","RX","Metabolic",2017,0.32,0.06,35.859,9.044,0.26,0.183,0.065
"19-25","Male","RX","Miscellaneous",2014,0.96,0.168,71.496,13.458,0,0,0
"19-25","Male","RX","Miscellaneous",2015,1.11,0.188,78.201,14.16,0.151,0.094,0.052
"19-25","Male","RX","Miscellaneous",2016,1.23,0.222,79.317,15.473,0.108,0.014,0.093
"19-25","Male","RX","Miscellaneous",2017,1.22,0.217,77.829,15.661,-0.007,-0.019,0.012
"19-25","Male","RX","Respiratory",2014,1.8,0.798,36.106,49.881,0,0,0
"19-25","Male","RX","Respiratory",2015,1.55,0.746,30.583,50.504,-0.142,-0.153,0.012
"19-25","Male","RX","Respiratory",2016,1.7,0.799,32.367,52.428,0.099,0.058,0.038
"19-25","Male","RX","Respiratory",2017,1.71,0.802,30.315,56.288,0.006,-0.063,0.074
"19-25","Male","RX","Rheumatoid Arthritis",2014,0,0.001,41.933,0.07,0,0,0
"19-25","Male","RX","Rheumatoid Arthritis",2015,0.01,0.001,91.251,0.094,1.923,1.176,0.343
"19-25","Male","RX","Rheumatoid Arthritis",2016,0.01,0.001,125.039,0.093,0.359,0.37,-0.008
"19-25","Male","RX","Rheumatoid Arthritis",2017,0.02,0.003,160.011,0.117,0.601,0.28,0.251
"19-25","Male","RX","Skin",2014,17.07,3.056,157.191,108.579,0,0,0
"19-25","Male","RX","Skin",2015,18.57,3.346,172.094,107.893,0.088,0.095,-0.006
"19-25","Male","RX","Skin",2016,18.48,3.567,178.967,103.269,-0.005,0.04,-0.043
"19-25","Male","RX","Skin",2017,18.38,3.777,176.176,104.343,-0.005,-0.016,0.01
"19-25","Male","RX","Smooth Muscle Relaxants",2014,0.09,0.027,44.708,2.031,0,0,0
"19-25","Male","RX","Smooth Muscle Relaxants",2015,0.09,0.03,44.975,2.062,0.022,0.006,0.015
"19-25","Male","RX","Smooth Muscle Relaxants",2016,0.09,0.03,40.908,2.135,-0.058,-0.09,0.036
"19-25","Male","RX","Smooth Muscle Relaxants",2017,0.11,0.043,45.301,2.409,0.249,0.107,0.128
"19-25","Male","RX","Vaccines",2014,0,0,5011.81,0,0,0,0
"19-25","Male","RX","Vaccines",2015,0.04,0,8157.16,0.005,17.501,0.628,10.367
"19-25","Male","RX","Vaccines",2016,0.01,0.006,186.27,0.057,-0.734,-0.977,10.633
"19-25","Male","RX","Vaccines",2017,0.01,0.006,233.103,0.058,0.279,0.251,0.022
"19-25","Male","RX","Vitamins",2014,0.16,0.087,10.226,15.321,0,0,0
"19-25","Male","RX","Vitamins",2015,0.17,0.099,10.102,17.187,0.108,-0.012,0.122
"19-25","Male","RX","Vitamins",2016,0.15,0.09,10.086,15.106,-0.122,-0.002,-0.121
"19-25","Male","RX","Vitamins",2017,0.13,0.065,7.846,16.892,-0.13,-0.222,0.118
"19-25","Male","RX","All Prescription Drugs",2014,9.03,0.949,220.202,41,0,0,0
"19-25","Male","RX","All Prescription Drugs",2015,7.25,0.815,181.027,40.045,-0.197,-0.178,-0.023
"19-25","Male","RX","All Prescription Drugs",2016,4.83,0.726,133.002,36.328,-0.333,-0.265,-0.093
"19-25","Male","RX","All Prescription Drugs",2017,5.52,0.818,139.435,39.619,0.143,0.048,0.091
"19-25","Male","RX","Anti-Infectives",2014,0.21,0.013,1146.57,0.182,0,0,0
"19-25","Male","RX","Anti-Infectives",2015,0.06,0.004,1092.4,0.055,-0.714,-0.047,-0.7
"19-25","Male","RX","Anti-Infectives",2016,0,0.001,78.545,0.013,-0.983,-0.928,-0.759
"19-25","Male","RX","Anti-Infectives",2017,0,0,66.211,0.008,-0.471,-0.157,-0.372
"19-25","Male","RX","Antihistamines",2014,0.2,0.005,2604,0.076,0,0,0
"19-25","Male","RX","Antihistamines",2015,0.04,0.002,1478.64,0.028,-0.788,-0.432,-0.627
"19-25","Male","RX","Antihistamines",2016,0,0,101.172,0.006,-0.986,-0.932,-0.803
"19-25","Male","RX","Antihistamines",2017,0,0,51.192,0.007,-0.357,-0.494,0.271
"19-25","Male","RX","Autonomic",2014,0.16,0.008,1031.12,0.15,0,0,0
"19-25","Male","RX","Autonomic",2015,0.07,0.004,1219.21,0.059,-0.536,0.182,-0.607
"19-25","Male","RX","Autonomic",2016,0,0,286.112,0.01,-0.961,-0.765,-0.832
"19-25","Male","RX","Autonomic",2017,0,0,134.043,0.008,-0.621,-0.532,-0.192
"19-25","Male","RX","Blood",2014,0.04,0,4951.42,0.008,0,0,0
"19-25","Male","RX","Blood",2015,0.05,0.001,7630.34,0.006,0.087,0.541,-0.295
"19-25","Male","RX","Blood",2016,0,0,247.163,0.003,-0.984,-0.968,-0.5
"19-25","Male","RX","Cardiovascular",2014,0.04,0.008,352.871,0.123,0,0,0
"19-25","Male","RX","Cardiovascular",2015,0.01,0.004,186.09,0.074,-0.685,-0.473,-0.402
"19-25","Male","RX","Cardiovascular",2016,0,0.001,53.07,0.03,-0.884,-0.715,-0.592
"19-25","Male","RX","Cardiovascular",2017,0,0.001,56.093,0.028,-0.001,0.057,-0.055
"19-25","Male","RX","Central Nervous System",2014,1.8,0.08,2168.99,0.831,0,0,0
